1981/064   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
18:47:35 0.98 269.78 304.57  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.64 376.3  58560.
18:48:56 0.98 269.78 304.56  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.07 368.4  51153.
18:50:17 0.98 269.78 304.54  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.18 374.7  37825.
18:51:38 0.98 269.78 304.53  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.80 345.6 215080.
18:52:59 0.98 269.77 304.52  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.16 384.8  45748.
18:54:20 0.98 269.77 304.51  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.67 379.8  38748.
18:55:41 0.98 269.77 304.49  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.96 367.6  34544.
18:57:02 0.98 269.77 304.48  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.31 364.5  29964.
18:58:23 0.98 269.77 304.47  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.35 369.5  54990.
18:59:44 0.98 269.77 304.46  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.40 369.1  19832.
19:01:05 0.98 269.77 304.45  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.68 376.8  51199.
19:02:26 0.98 269.77 304.43  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.66 359.5  17496.
19:03:47 0.98 269.77 304.42  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.50 370.0  85256.
19:05:08 0.98 269.77 304.41  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.96 376.1  80325.
19:06:29 0.98 269.77 304.39  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.89 366.0  46505.
19:07:50 0.98 269.77 304.38  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.70 362.3  81163.
19:09:11 0.98 269.77 304.37  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.93 366.6  54977.
19:10:32 0.98 269.77 304.35  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.01 351.9  45914.
19:11:53 0.98 269.77 304.34  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.64 366.8  45092.
19:13:14 0.98 269.77 304.33  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.07 371.4  40206.
19:14:35 0.98 269.77 304.32  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.60 365.2  45118.
19:15:56 0.98 269.77 304.31  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.83 367.8  50312.
19:17:17 0.98 269.77 304.29  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.41 372.9  19299.
19:18:38 0.98 269.77 304.28  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.45 380.2 111383.
19:19:59 0.98 269.77 304.27  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.04 384.8  65914.
19:21:20 0.98 269.77 304.25  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.12 376.0  44491.
19:22:41 0.98 269.77 304.24  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.18 367.5  26300.
19:24:02 0.98 269.77 304.23  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.83 368.9  49523.
19:25:23 0.98 269.77 304.22  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.98 366.9  33128.
19:26:44 0.98 269.77 304.20  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.39 361.5  28294.
19:28:05 0.98 269.77 304.19  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.39 363.9  33602.
19:29:26 0.98 269.77 304.18  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.13 368.9  62107.
19:30:47 0.98 269.77 304.17  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.21 368.0  39605.
19:32:08 0.98 269.77 304.15  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.72 362.7  36058.
19:33:29 0.98 269.77 304.14  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.26 361.6  34245.
19:34:50 0.98 269.77 304.13  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.44 364.8  46287.
19:36:11 0.98 269.77 304.11  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.90 357.1  45345.
19:37:32 0.98 269.77 304.10  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.04 365.2  47632.
19:38:53 0.98 269.77 304.09  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.23 358.8  39781.
19:40:14 0.98 269.76 304.08  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.50 365.4  55571.
19:41:35 0.98 269.76 304.07  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.04 359.7  58398.
19:42:56 0.98 269.76 304.05  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.95 375.1  41778.
19:44:17 0.98 269.76 304.04  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.42 380.1  61724.
19:45:38 0.98 269.76 304.03  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.36 365.8  26462.
19:46:59 0.98 269.76 304.01  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.53 370.6  30760.
19:48:20 0.98 269.76 304.00  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.64 369.6  59986.
19:49:41 0.98 269.76 303.99  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.28 378.9  29577.
19:51:02 0.98 269.76 303.97  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.93 376.2  25146.
19:52:23 0.98 269.76 303.96  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.60 375.3  23714.
19:53:44 0.98 269.76 303.95  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.33 375.4  39323.
19:55:05 0.98 269.76 303.94  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.84 359.0  59392.
19:56:26 0.98 269.76 303.93  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.96 363.6  27511.
19:57:47 0.98 269.76 303.91  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.06 359.5  40970.
19:59:08 0.98 269.76 303.90  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.73 378.3  45667.
20:00:29 0.98 269.76 303.89  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.80 380.7  69562.
20:10:40 0.98 269.76 303.79  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.54 364.6  29870.
20:14:00 0.98 269.76 303.76  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.39 411.2  60935.
20:16:42 0.98 269.76 303.73  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.29 411.4 123682.
20:19:24 0.98 269.76 303.71  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.73 393.0  32208.
20:22:06 0.98 269.76 303.69  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.81 384.2  22583.
20:24:48 0.98 269.76 303.66  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.64 355.8  92477.
20:27:30 0.98 269.76 303.63  0.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.60 379.8  54402.
21:45:46 0.98 269.74 302.90  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.08 401.2  28989.
21:48:30 0.98 269.74 302.87  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.43 407.1  31556.
21:51:12 0.98 269.74 302.85  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.70 393.4  32537.
21:53:54 0.98 269.74 302.83  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.43 394.9  47246.
21:56:36 0.98 269.74 302.80  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.47 404.0  30766.
21:59:18 0.98 269.74 302.77  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.84 416.9  51040.
22:02:00 0.98 269.74 302.75  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.23 416.9  69618.
22:04:42 0.98 269.73 302.72  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.65 428.3  75994.
22:07:24 0.98 269.73 302.70  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.77 412.2  64966.
22:10:06 0.98 269.73 302.67  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.08 405.6  43669.
22:12:48 0.98 269.73 302.65  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.78 415.4  62201.
22:15:30 0.98 269.73 302.62  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.42 407.3  29265.
22:18:12 0.98 269.73 302.60  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.09 412.7  78824.
22:20:54 0.98 269.73 302.57  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.40 410.5  22541.
22:23:36 0.98 269.73 302.55  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.41 409.5  56741.
22:26:18 0.98 269.73 302.52  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.31 410.3  82884.
22:29:00 0.98 269.73 302.50  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.63 394.3  45407.
22:31:42 0.98 269.73 302.47  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.30 379.5  56455.
22:34:24 0.98 269.73 302.45  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.07 374.3  30162.
22:37:06 0.98 269.73 302.42  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.55 394.4  51689.
22:39:48 0.98 269.73 302.40  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.62 394.7  34707.
22:42:30 0.98 269.73 302.37  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.43 388.5  38660.
22:45:12 0.98 269.73 302.34  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.21 394.7  36191.
22:47:54 0.98 269.73 302.32  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.83 393.6  62296.
22:50:36 0.98 269.73 302.30  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.56 384.6  50501.
22:53:18 0.98 269.72 302.27  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.77 390.2  29464.
22:56:00 0.98 269.72 302.24  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.76 392.8  73350.
22:58:42 0.98 269.72 302.22  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.88 374.7  53811.
23:01:24 0.98 269.72 302.19  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.54 382.5  37734.
23:04:06 0.98 269.72 302.17  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.69 385.1  18506.
23:06:48 0.98 269.72 302.14  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.76 393.1  40047.
23:09:30 0.98 269.72 302.12  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.27 389.5  87306.
23:12:12 0.98 269.72 302.09  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.68 395.6  24363.
23:14:54 0.98 269.72 302.07  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.94 390.6  73821.
23:17:36 0.98 269.72 302.04  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.50 382.2  53924.
23:20:18 0.98 269.72 302.02  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.11 369.2  55425.
23:23:00 0.98 269.72 301.99  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.30 350.7  23321.
23:28:58 0.98 269.72 301.94  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.05 377.0  98769.
23:31:40 0.98 269.72 301.91  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.62 388.8  56796.
23:34:22 0.98 269.72 301.88  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.67 380.1  34128.
23:36:30 0.98 269.72 301.86  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.41 374.5  39313.
23:39:12 0.98 269.71 301.84  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.70 380.7  39969.
23:41:54 0.98 269.71 301.81  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.47 368.6  47635.
23:44:36 0.98 269.71 301.79  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.66 369.6  32566.
23:55:22 0.98 269.71 301.69  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.18 392.5  42808.
23:58:06 0.98 269.71 301.66  0.11 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.84 395.3  53882.
