1976/049   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
18:49:30 0.88 350.28 216.82 -6.49 1638   3.52   668.2 227444. -0.46 -0.90  -0.27  -5.12   3.05 0.55 0.81 0.86  0.08 657.1 784425.  3.10 673.3 237631.
18:50:11 0.88 350.28 216.82 -6.49 1638   4.15   660.4 264379.  2.39  1.07  -1.63  -2.55   4.86 0.74 1.28 0.95  0.10 676.6 697093.  3.44 656.1 255715.
18:50:51 0.88 350.28 216.81 -6.49 1638   3.86   657.9 255803.  3.08  0.61  -1.69   0.21   5.04 0.52 1.96 0.82  0.05 733.7 776096.  3.47 659.3 281953.
18:51:32 0.88 350.28 216.80 -6.49 1638   3.67   663.1 254211.  1.92  0.98  -1.71   1.52   4.80 0.52 1.96 1.18  0.04 659.9 187618.  3.31 660.6 241789.
18:52:12 0.88 350.28 216.80 -6.49 1638   3.34   660.4 238888.  1.34  0.91  -1.89  -0.89   5.36 0.47 0.47 0.43 -1.00  -1.0     -1.  3.01 660.3 197558.
18:52:53 0.88 350.28 216.79 -6.49 1638   3.75   659.8 252473.  1.13  1.31  -2.64  -0.88   5.24 0.37 0.31 0.35 -1.00  -1.0     -1.  3.35 656.1 253377.
18:53:33 0.88 350.28 216.78 -6.49 1638   3.76   656.7 242572.  0.03  0.81  -2.68  -1.33   5.12 0.40 0.46 0.39  0.06 686.8 622249.  3.40 660.3 282278.
18:54:14 0.88 350.28 216.78 -6.49 1638   3.67   660.2 236342.  0.79  1.10  -2.39  -1.21   5.02 0.54 0.32 0.44 -1.00  -1.0     -1.  3.29 657.5 248933.
18:54:54 0.88 350.28 216.77 -6.49 1638   4.18   654.1 252535. -0.66 -0.42  -2.86  -1.36   4.88 0.64 0.53 0.78  0.06 705.6 695430.  3.65 654.0 314116.
18:55:35 0.88 350.28 216.77 -6.49 1638   4.08   652.5 279998.  3.60 -1.53  -2.48   3.57   2.70 1.02 2.11 1.40  0.10 673.8 702291.  3.45 651.7 260231.
18:56:15 0.88 350.28 216.76 -6.49 1638   4.14   647.4 266858.  2.54 -3.40  -3.00   3.87  -2.14 1.30 1.05 1.92 -1.00  -1.0     -1.  3.69 647.3 315250.
18:56:56 0.88 350.28 216.75 -6.49 1638   3.85   653.8 304588.  0.78  0.68  -3.22   1.80   2.86 0.42 2.08 3.02  0.10 670.3 614972.  3.30 654.1 264480.
18:57:36 0.88 350.28 216.75 -6.49 1638   3.93   658.0 335520.  1.22  0.35  -3.90   1.27   4.15 0.63 0.81 1.19 -1.00  -1.0     -1.  3.52 654.3 305615.
18:58:17 0.88 350.28 216.74 -6.49 1638   4.23   641.7 321126.  0.85  0.05  -4.63   0.46   3.67 0.34 0.67 0.65  0.07 691.9 643871.  3.57 643.5 278727.
18:58:57 0.88 350.28 216.74 -6.49 1638   3.62   643.4 279926.  0.78  0.22  -4.45   1.04   4.10 0.49 0.58 0.46  0.04 693.5 414555.  3.35 645.4 324255.
18:59:38 0.88 350.28 216.73 -6.49 1638   3.92   650.5 249845.  2.09  0.16  -3.86   2.90   3.78 0.38 0.49 0.61 -1.00  -1.0     -1.  3.41 648.9 273218.
19:00:18 0.88 350.28 216.72 -6.49 1638   3.89   646.8 272312.  2.38 -0.21  -4.10   2.24   3.93 0.58 0.85 1.22  0.05 720.1 325366.  3.55 650.5 322731.
19:00:59 0.88 350.28 216.72 -6.49 1638   4.04   655.9 297871. -0.56  0.53  -4.08  -0.05   3.85 0.61 1.86 1.67 -1.00  -1.0     -1.  3.36 654.5 271597.
19:01:39 0.88 350.28 216.71 -6.49 1638   3.65   656.3 214291.  0.24  0.40  -2.90   2.27   2.40 1.91 3.13 1.77  0.05 688.6 765493.  3.22 660.1 253091.
19:02:20 0.88 350.28 216.70 -6.49 1638   4.00   648.1 296178. -0.15  0.24  -4.72  -1.66   3.69 0.42 0.38 0.45  0.09 701.51011856.  3.43 647.9 272841.
19:03:00 0.88 350.28 216.70 -6.49 1638   4.20   651.4 264337. -0.97 -0.43  -3.58  -3.17   3.00 1.26 0.96 0.97  0.08 697.1 615596.  3.60 657.5 327117.
19:03:41 0.88 350.28 216.69 -6.49 1638   4.17   673.0 277236. -1.49 -0.22  -1.06  -5.05   2.35 1.09 0.71 0.61  0.06 675.6 615180.  3.75 671.1 279939.
19:04:21 0.88 350.28 216.68 -6.49 1638   3.99   659.7 255862.  3.14 -1.22  -1.93   1.05   2.09 1.01 5.14 0.93  0.06 699.7 578589.  3.53 657.4 245070.
19:05:02 0.88 350.28 216.68 -6.49 1638   3.95   661.1 251655.  2.89 -0.91  -2.50   5.83   1.56 0.28 0.26 0.22  0.07 693.4 779214.  3.51 657.0 246633.
19:05:42 0.88 350.28 216.67 -6.49 1638   3.75   645.5 240954.  1.51 -0.08  -4.24   3.66   2.46 0.93 1.18 0.85 -1.00  -1.0     -1.  3.49 642.7 223816.
19:06:23 0.88 350.28 216.67 -6.49 1638   4.18   649.4 301908.  1.45  0.20  -4.16   3.58   2.87 0.57 0.83 0.40  0.08 698.7 726823.  3.60 649.1 270902.
19:07:03 0.88 350.28 216.66 -6.49 1638   3.92   648.4 248410.  1.66 -0.23  -4.03   3.71   2.60 0.69 0.87 0.50  0.09 668.0 514556.  3.47 651.4 289064.
19:07:44 0.88 350.28 216.65 -6.49 1638   3.75   658.9 249612.  2.49 -0.93  -3.18   4.81   2.11 0.48 0.61 0.56  0.05 734.7 563621.  3.46 656.4 255147.
19:08:24 0.88 350.28 216.65 -6.49 1638   3.98   652.3 235877.  2.63 -1.23  -3.56   4.45   2.11 0.53 0.59 0.52  0.08 692.6 470065.  3.47 656.3 279734.
19:09:05 0.88 350.28 216.64 -6.49 1638   3.89   647.0 293186.  1.58 -0.77  -3.36   4.64   2.24 0.38 0.48 0.49  0.07 694.7 756137.  3.26 647.9 282038.
19:09:45 0.88 350.28 216.63 -6.49 1638   3.97   654.3 263138.  1.71 -0.01  -3.07   4.43   2.91 0.37 0.53 0.63  0.09 687.61017677.  3.38 652.4 238856.
19:10:26 0.88 350.28 216.63 -6.49 1638   3.77   653.4 250641.  1.51  0.12  -3.61   3.24   3.48 0.46 0.59 0.41  0.05 687.1 596885.  3.30 650.7 254689.
19:11:06 0.88 350.28 216.62 -6.49 1638  -1.00    -1.0     -1. -1.00 -1.00  -4.02   2.29   3.37 0.39 0.52 1.12 -1.00  -1.0     -1. -1.00  -1.0     -1.
19:15:47 0.88 350.28 216.58 -6.49 1638   4.15   640.5 328695.  0.39 -0.34  -4.26   2.51   2.86 0.69 0.95 0.55  0.09 678.9 746990.  3.31 642.4 307402.
19:16:28 0.88 350.28 216.57 -6.49 1638   3.90   650.4 257522.  0.32  0.52  -4.02   3.20   2.91 0.28 0.34 0.34  0.09 718.51070276.  3.45 653.8 314974.
19:17:08 0.88 350.28 216.57 -6.49 1638   3.95   646.2 327013.  0.94 -0.27  -1.84   1.14   3.45 1.05 1.10 1.02  0.06 676.2 630149.  3.43 645.7 325258.
19:17:49 0.88 350.28 216.56 -6.49 1638   3.58   640.1 263158.  0.85 -0.07  -1.64   1.36   3.96 0.52 0.28 0.30  0.07 691.4 856762.  3.38 637.8 263080.
19:18:29 0.88 350.28 216.55 -6.49 1638   3.65   645.5 311475.  0.58 -0.43  -2.90   1.36   3.26 0.50 0.32 0.59  0.08 670.4 563828.  3.32 642.4 313535.
19:19:10 0.88 350.28 216.55 -6.49 1638   3.75   651.3 289688.  0.93 -1.49  -2.88   1.13   3.07 0.82 0.66 0.67  0.05 705.5 609359.  3.39 652.1 332385.
19:19:50 0.88 350.28 216.54 -6.49 1638   3.82   649.6 299612.  0.37 -0.12  -3.63   1.36   2.78 0.52 0.47 0.75  0.07 686.2 666532.  3.21 649.2 282233.
19:20:31 0.88 350.28 216.54 -6.49 1638   3.48   643.5 288993.  1.07 -1.03  -3.84   0.51   3.30 0.42 1.05 0.77  0.10 659.8 601641.  3.19 645.3 338454.
19:21:11 0.88 350.28 216.53 -6.49 1638   3.78   651.5 341173.  0.83 -1.34  -4.19   0.02   2.79 0.49 0.47 0.80  0.08 679.4 651147.  3.11 649.5 315052.
19:21:52 0.88 350.28 216.52 -6.49 1638   3.65   651.4 287245.  0.92 -1.02  -4.28  -0.02   2.70 0.62 0.81 0.91  0.08 696.0 764453.  3.35 653.8 333743.
19:22:32 0.88 350.28 216.52 -6.49 1638   3.98   648.6 356512. -0.27 -1.33  -3.51   0.21   3.34 0.58 0.76 0.69  0.07 675.7 651771.  3.32 649.3 295756.
19:23:13 0.88 350.28 216.51 -6.49 1638   3.54   646.9 298900.  0.00 -1.15  -4.12  -1.45   3.14 0.45 0.48 0.54  0.08 689.2 632228.  3.26 648.6 339392.
19:23:53 0.88 350.28 216.50 -6.49 1638   3.63   647.2 299173. -0.04 -1.06  -4.68  -2.10   2.84 0.23 0.63 0.57  0.07 678.0 833061.  3.22 647.5 292105.
19:24:34 0.88 350.28 216.50 -6.49 1638   3.71   646.0 300924. -0.09 -0.95  -5.09  -0.87   2.65 0.24 0.77 0.41 -1.00  -1.0     -1.  3.29 648.0 345759.
19:25:14 0.88 350.28 216.49 -6.49 1638   4.03   645.6 299790.  1.33 -1.07  -4.40   1.83   2.38 0.85 2.80 0.89 -1.00  -1.0     -1.  3.21 647.8 285786.
19:25:55 0.88 350.28 216.48 -6.49 1638   3.71   651.0 260504.  2.28 -1.26  -2.84   5.35   1.42 0.29 0.31 0.43 -1.00  -1.0     -1.  3.12 647.7 250235.
19:26:35 0.88 350.28 216.48 -6.49 1638   4.10   649.7 295187.  2.13 -1.31  -3.42   4.54   2.04 0.30 0.39 0.47  0.06 716.1 915598.  3.32 649.8 283155.
19:27:16 0.88 350.28 216.47 -6.49 1638   3.87   639.4 281511.  0.63 -0.30  -4.64   2.72   2.28 0.44 0.83 0.76  0.09 673.81171524.  3.44 637.8 263206.
19:27:56 0.88 350.28 216.47 -6.49 1638   3.66   639.7 300635.  0.39 -0.31  -5.30   1.53   2.69 0.24 0.37 0.44  0.07 664.6 756969.  3.12 642.8 293583.
19:28:37 0.88 350.28 216.46 -6.49 1638   3.62   646.5 281310.  1.34 -0.76  -5.27   1.98   2.70 0.34 0.45 0.40  0.09 683.31223083.  3.35 647.2 315481.
19:29:17 0.88 350.28 216.45 -6.49 1638   4.05   650.6 309598.  1.51 -0.71  -5.38   1.68   2.81 0.40 0.55 0.67  0.08 675.3 657176.  3.39 649.0 278201.
19:29:58 0.88 350.28 216.45 -6.49 1638   3.78   650.9 266812. -1.56 -0.68  -4.83  -2.30   2.46 0.63 1.99 0.79  0.08 702.1 633268.  3.30 653.9 302880.
19:30:38 0.88 350.28 216.44 -6.49 1638   3.61   654.6 244674. -1.50 -1.15  -4.09  -4.12   2.38 0.59 0.80 0.37  0.09 693.21101045.  3.11 654.4 250930.
19:31:19 0.88 350.28 216.43 -6.49 1638   3.75   660.4 230147. -2.16 -1.29  -3.27  -4.86   2.49 0.52 0.58 0.70  0.05 680.4 749692.  3.19 661.7 200261.
19:31:59 0.88 350.28 216.43 -6.49 1638   3.76   647.9 292199. -1.26 -1.55  -4.41  -4.32   2.32 0.55 0.48 0.62  0.07 681.8 853851.  3.25 649.0 266484.
19:32:40 0.88 350.28 216.42 -6.49 1638   3.69   649.6 249806. -1.58 -1.09  -4.18  -4.63   2.19 0.32 0.38 0.31  0.07 696.8 713517.  3.14 651.7 236754.
19:33:20 0.88 350.28 216.42 -6.49 1638   3.38   658.3 236702. -1.51 -1.24  -4.01  -4.87   1.74 0.42 0.43 0.28  0.05 699.1 844287.  2.94 654.4 227165.
19:34:01 0.88 350.28 216.41 -6.49 1638   3.24   659.7 211254. -1.20 -1.12  -3.00  -5.50   2.47 0.62 0.53 0.85  0.05 697.1 504784.  2.78 661.3 180458.
19:34:41 0.88 350.28 216.40 -6.49 1638   3.47   655.6 232398. -1.43 -0.63  -3.11  -5.14   2.84 0.33 0.45 0.38  0.07 676.6 585658.  3.14 654.4 236124.
19:35:22 0.88 350.28 216.40 -6.49 1638   2.92   669.2 294232.  1.21 -1.51  -2.70  -5.31   3.04 0.57 0.70 0.64  0.05 688.6 688361.  2.58 668.9 248858.
19:36:02 0.88 350.28 216.39 -6.49 1638   3.00   664.8 234929.  0.12 -2.03  -2.76  -5.32   3.36 0.65 0.40 0.35 -1.00  -1.0     -1.  2.64 664.1 235916.
19:36:43 0.88 350.28 216.39 -6.49 1638   3.15   673.1 252496.  0.78 -2.02  -2.28  -5.03   3.82 0.38 0.36 0.36  0.06 704.2 693975.  2.87 671.1 253588.
19:37:23 0.88 350.28 216.38 -6.49 1638   3.15   670.2 232434.  0.89 -1.17  -2.21  -4.84   4.41 0.65 0.61 0.61  0.07 668.1 688777.  2.85 669.4 226197.
19:38:04 0.88 350.28 216.37 -6.49 1638   3.02   662.1 227236.  0.19 -1.68  -2.96  -5.39   4.33 0.31 0.32 0.39  0.07 683.4 798341.  2.58 663.9 193868.
19:38:44 0.88 350.28 216.37 -6.49 1638   3.10   666.2 221779. -0.36 -1.62  -2.70  -5.60   4.51 0.75 0.54 0.58  0.06 681.3 599380.  2.73 667.1 232538.
19:39:25 0.88 350.28 216.36 -6.49 1638   3.59   664.7 277288. -1.53 -4.08  -2.40  -6.66  -0.28 0.41 0.53 1.11  0.06 681.0 858217.  3.22 666.6 250885.
19:40:05 0.88 350.28 216.35 -6.49 1638   3.95   657.7 221834. -2.19 -2.75  -2.26  -6.64  -0.54 0.45 0.45 0.67  0.08 679.7 659255.  3.32 658.0 240902.
19:40:46 0.88 350.28 216.35 -6.49 1638   3.76   650.7 220616. -2.10 -2.06  -3.25  -6.16   0.78 0.58 0.42 0.40  0.07 692.2 807281.  3.19 647.8 219459.
19:41:26 0.88 350.28 216.34 -6.49 1638   3.86   654.3 251648. -2.50 -2.29  -3.60  -5.95   0.85 0.56 0.37 0.46  0.06 677.8 666740.  3.42 653.3 245044.
19:42:07 0.88 350.28 216.34 -6.49 1638   3.42   655.9 253068. -2.21 -2.62  -3.34  -6.06   1.20 0.39 0.37 0.65  0.11 681.0 758008.  3.01 653.8 247289.
19:42:47 0.88 350.28 216.33 -6.49 1638   3.74   656.8 226223. -1.62 -1.43  -2.78  -5.85   2.10 0.35 0.49 0.47 -1.00  -1.0     -1.  3.24 659.0 236231.
19:43:28 0.88 350.28 216.32 -6.49 1638   3.93   657.8 245350. -2.59 -1.99  -2.68  -5.79   1.76 0.52 0.63 1.30  0.11 673.01206659.  3.34 657.5 228652.
19:44:08 0.88 350.28 216.32 -6.49 1638   3.86   659.2 233369. -2.50 -2.41  -2.52  -6.17   0.58 0.41 0.45 0.42  0.05 702.9 776512.  3.25 658.3 243111.
19:44:49 0.88 350.28 216.31 -6.49 1638   3.77   648.4 250183. -1.80 -2.41  -3.11  -5.64   1.34 0.89 0.68 0.65  0.08 698.2 787946.  3.29 649.2 234029.
19:45:29 0.88 350.28 216.30 -6.49 1638   3.81   653.7 253032. -1.77 -1.69  -4.16  -5.06   1.08 0.47 0.64 0.43  0.06 674.9 696885.  3.32 652.3 257937.
19:46:10 0.88 350.28 216.30 -6.49 1638   3.76   658.0 237982. -2.72 -2.30  -3.10  -5.75   0.03 1.12 0.85 0.63  0.07 689.21094600.  3.33 663.8 248026.
19:46:50 0.88 350.28 216.29 -6.49 1638   4.05   643.7 287346. -1.01 -2.50  -3.63  -5.38   0.10 0.93 0.73 0.69 -1.00  -1.0     -1.  3.50 645.6 261170.
19:47:31 0.88 350.28 216.28 -6.49 1638   2.96   656.9 226070. -0.93 -2.16  -2.35  -6.55   2.11 0.39 0.26 0.21  0.07 687.4 700628.  2.62 656.0 216445.
19:48:11 0.88 350.28 216.28 -6.49 1638   3.03   665.8 228587. -0.68 -1.09  -1.86  -6.49   2.67 0.39 0.33 0.47  0.07 677.4 788154.  2.68 668.4 224533.
19:48:52 0.88 350.28 216.27 -6.49 1638   3.01   668.8 193816. -0.38 -2.00  -2.04  -6.19   2.89 0.57 0.41 0.35  0.09 668.2 999798.  2.70 668.5 237735.
19:49:32 0.88 350.28 216.27 -6.49 1638   3.11   661.7 250053. -0.77 -2.51  -2.28  -5.89   3.02 0.41 0.38 0.33 -1.00  -1.0     -1.  2.81 661.2 244544.
19:50:13 0.88 350.28 216.26 -6.49 1638   3.44   659.1 250995. -0.88 -2.71  -3.33  -5.39   2.31 0.84 0.59 0.65  0.05 704.2 977968.  2.96 658.8 229150.
19:50:53 0.88 350.28 216.25 -6.49 1638   3.32   655.0 226736. -1.10 -2.11  -3.97  -5.28   2.04 0.28 0.31 0.28  0.07 682.8 787322.  2.94 654.5 245083.
19:51:34 0.88 350.28 216.25 -6.49 1638   3.49   648.0 239623. -0.79 -2.84  -4.54  -5.12   1.48 0.35 0.32 0.34  0.09 677.6 795015.  2.89 648.5 237280.
19:52:14 0.88 350.28 216.24 -6.49 1638   3.38   659.8 253977. -0.87 -1.76  -4.65  -5.02   0.69 0.43 0.65 0.70 -1.00  -1.0     -1.  3.04 658.7 250044.
19:52:55 0.88 350.28 216.24 -6.49 1638   3.75   650.5 240344. -1.97 -3.03  -3.98  -5.13  -1.25 0.36 0.35 0.36  0.05 650.3 744183.  3.29 649.4 229292.
19:53:35 0.88 350.28 216.23 -6.49 1638   3.67   654.2 249394. -1.26 -1.41  -3.70  -4.97   1.50 0.29 0.55 1.40 -1.00  -1.0     -1.  3.14 652.5 251665.
19:54:16 0.88 350.28 216.22 -6.49 1638   3.71   647.7 250846. -2.11 -2.83  -4.01  -4.83   0.74 0.38 0.55 0.96  0.09 678.2 974018.  3.37 649.5 230436.
19:54:56 0.88 350.28 216.22 -6.49 1638   3.90   644.8 270860. -1.87 -3.05  -4.29  -4.42  -1.13 0.30 0.37 0.41  0.06 676.2 686698.  3.32 647.5 253061.
19:55:37 0.88 350.28 216.21 -6.49 1638   3.63   655.5 263554. -1.09 -3.83  -3.89  -3.93  -2.04 0.52 0.71 0.48  0.06 696.8 683372.  3.37 657.0 321809.
19:56:17 0.88 350.28 216.20 -6.49 1638   3.88   658.8 283447. -0.66 -3.59  -2.85  -3.03  -1.76 0.44 0.46 0.67  0.06 719.71265287.  3.29 656.2 301704.
19:56:58 0.88 350.28 216.20 -6.49 1638   3.91   667.8 346935.  1.01 -0.88  -2.53  -1.36   2.13 0.75 1.09 1.00 -1.00  -1.0     -1.  3.41 664.9 359721.
19:57:38 0.88 350.28 216.19 -6.49 1638   3.61   666.2 285708.  0.64 -1.51  -1.86  -0.70   1.98 0.42 0.34 0.41 -1.00  -1.0     -1.  3.39 664.9 299014.
19:58:19 0.88 350.28 216.19 -6.49 1638   3.60   676.1 332330.  0.15 -1.88  -1.55  -1.05   1.42 0.66 0.90 0.66  0.06 701.4 746574.  3.36 674.5 347455.
19:58:59 0.88 350.28 216.18 -6.49 1638   3.84   667.9 301717.  2.53 -1.65  -1.70   0.31   2.36 0.64 1.34 0.50  0.07 671.2 753019.  3.42 666.8 304004.
19:59:40 0.88 350.28 216.17 -6.49 1638   3.93   666.5 326821.  1.44 -1.90  -2.39  -0.59   2.37 0.34 1.07 0.95 -1.00  -1.0     -1.  3.28 666.6 305563.
20:00:20 0.88 350.28 216.17 -6.49 1638   2.74   664.8 216113.  3.13 -2.95  -2.98   5.21  -0.17 0.40 1.88 0.96  0.07 683.9 528485.  2.43 662.8 201612.
20:01:01 0.88 350.28 216.16 -6.49 1638   2.88   668.5 175625.  3.52 -2.90  -2.71   6.68  -0.59 0.32 0.37 0.50  0.10 682.41085868.  2.53 663.6 175625.
20:01:41 0.88 350.28 216.15 -6.49 1638   2.91   671.1 208421.  3.59 -4.05  -2.33   6.68  -1.31 0.30 0.32 0.47  0.07 696.8 431811.  2.52 674.3 178483.
20:02:22 0.88 350.28 216.15 -6.49 1638   3.19   671.2 171986.  3.97 -3.17  -2.55   6.80  -0.82 0.41 0.51 0.35  0.05 706.5 573808.  2.48 668.7 180666.
20:03:02 0.88 350.27 216.14 -6.49 1638   2.85   665.9 183473.  3.15 -3.56  -2.53   6.98  -0.89 0.36 0.38 0.44  0.09 670.1 650315.  2.57 664.9 190801.
20:03:43 0.88 350.27 216.13 -6.49 1638   2.94   672.0 164762.  3.80 -4.29  -2.26   7.01  -1.55 0.30 0.28 0.29  0.06 705.4 549483.  2.66 668.1 163774.
20:04:23 0.88 350.27 216.13 -6.49 1638   3.10   675.5 180406.  3.61 -3.60  -1.59   7.24  -1.56 0.54 0.39 0.31  0.07 680.2 805618.  2.73 677.1 177392.
20:05:04 0.88 350.27 216.12 -6.49 1638   3.11   672.6 172506.  3.90 -3.27  -1.99   7.19  -1.53 0.35 0.30 0.57  0.06 669.1 446988.  2.59 666.6 169648.
20:05:44 0.88 350.27 216.12 -6.49 1638   3.05   665.2 174221.  3.25 -4.12  -2.34   7.13  -1.24 0.33 0.27 0.34  0.06 691.7 577342.  2.60 664.7 173130.
20:06:25 0.88 350.27 216.11 -6.49 1638   3.18   675.1 158473.  3.92 -3.57  -1.79   7.16  -1.41 0.51 0.35 0.47  0.08 688.1 814973.  2.51 671.6 152963.
20:07:05 0.88 350.27 216.10 -6.49 1638   3.12   666.0 202080.  3.05 -3.58  -2.60   6.92  -1.51 0.31 0.50 0.32  0.07 677.2 824953.  2.74 666.4 193036.
20:07:46 0.88 350.27 216.10 -6.49 1638   2.89   668.2 168920.  3.94 -3.18  -2.79   7.05  -1.00 0.28 0.35 0.29  0.08 695.8 519130.  2.49 663.5 168244.
20:08:26 0.88 350.27 216.09 -6.49 1638   3.08   666.5 177288.  3.88 -3.25  -2.50   7.31  -0.51 0.31 0.28 0.23  0.08 702.5 863206.  2.54 667.4 175521.
20:09:07 0.88 350.27 216.08 -6.49 1638   2.82   667.4 163462.  3.99 -2.95  -2.70   7.23  -0.58 0.34 0.26 0.23  0.08 669.4 951565.  2.45 661.7 163462.
20:09:47 0.88 350.27 216.08 -6.49 1638   2.82   667.7 190801.  3.87 -3.06  -2.34   7.36  -0.49 0.25 0.29 0.21  0.06 686.8 609151.  2.51 668.3 181342.
20:10:28 0.88 350.27 216.07 -6.49 1638   2.89   665.1 168504.  3.90 -1.94  -2.69   7.25   0.37 0.24 0.28 0.59  0.07 704.6 385449.  2.46 662.0 166113.
20:11:08 0.88 350.27 216.07 -6.49 1638   3.09   667.3 180302.  3.34 -1.50  -2.26   7.24   1.36 0.33 0.38 0.35  0.07 689.9 383578.  2.52 670.7 158837.
20:11:49 0.88 350.27 216.06 -6.49 1638   3.09   670.1 188618.  3.77 -2.55  -2.44   6.82  -0.34 0.40 1.07 1.59  0.06 706.3 583787.  2.83 666.7 172194.
20:12:29 0.88 350.27 216.05 -6.49 1638   3.24   667.4 183421.  3.15 -1.94  -2.41   7.00  -0.08 0.61 1.04 0.63 -1.00  -1.0     -1.  2.83 668.0 188982.
20:13:10 0.88 350.27 216.05 -6.49 1638   3.16   669.6 169596.  3.91 -3.49  -3.02   6.83  -1.22 0.27 0.33 0.21  0.08 687.11240963.  2.77 665.4 173494.
20:13:50 0.88 350.27 216.04 -6.49 1638   3.09   665.3 186384.  3.29 -3.22  -3.19   6.84  -0.94 0.25 0.31 0.26  0.07 681.1 679422.  2.74 664.7 184824.
20:14:31 0.88 350.27 216.04 -6.49 1638   3.28   668.4 178119.  3.27 -3.74  -2.91   6.51  -2.25 0.48 0.62 0.59  0.10 679.61223083.  2.85 666.0 177704.
20:15:11 0.88 350.27 216.03 -6.49 1638   3.12   670.4 185500.  2.95 -5.01  -3.00   6.51  -2.41 0.37 0.69 0.57 -1.00  -1.0     -1.  2.72 670.4 190074.
20:15:52 0.88 350.27 216.02 -6.49 1638   3.25   665.3 173961.  3.67 -3.66  -3.38   6.63  -1.72 0.35 0.29 0.28  0.09 680.71005619.  2.76 660.7 180043.
20:16:32 0.88 350.27 216.02 -6.49 1638   2.77   664.4 135760.  3.72 -3.13  -2.99   6.90  -1.18 0.52 0.39 0.47 -1.00  -1.0     -1.  2.41 669.2 156030.
20:17:13 0.88 350.27 216.01 -6.49 1638   3.22   670.6 177236.  3.69 -3.30  -3.13   6.78  -1.57 0.30 0.49 0.51  0.07 707.8 521832.  2.65 666.2 176560.
20:17:53 0.88 350.27 216.00 -6.49 1638   3.11   661.7 220323.  3.16 -3.35  -3.45   6.79  -0.44 0.45 0.53 0.31  0.07 684.1 466115.  2.79 659.8 200154.
20:18:34 0.88 350.27 216.00 -6.49 1638   3.27   666.2 167828.  3.55 -3.67  -3.16   6.81  -0.97 0.27 0.46 0.48 -1.00  -1.0     -1.  2.71 661.7 176300.
20:19:14 0.88 350.27 215.99 -6.49 1638   3.21   673.4 209980.  2.75 -4.99  -3.07   6.23  -2.77 0.51 0.57 0.83  0.07 684.9 674640.  2.87 676.3 179627.
20:19:55 0.88 350.27 215.99 -6.49 1638   3.22   664.7 169803.  2.35 -5.05  -3.43   5.28  -3.92 0.66 0.46 0.42  0.07 705.4 536593.  2.77 659.8 169894.
20:20:35 0.88 350.27 215.98 -6.49 1638   3.08   675.0 157277.  2.95 -4.75  -2.77   5.00  -4.22 0.51 0.76 0.84  0.07 680.3 645534.  2.82 670.5 171207.
20:21:16 0.88 350.27 215.97 -6.49 1638   3.18   666.8 174429.  3.73 -4.33  -2.82   6.35  -2.13 0.37 0.74 0.95  0.07 686.01206451.  2.81 663.1 168816.
20:21:56 0.88 350.27 215.97 -6.49 1638   3.60   659.2 166331.  3.34 -4.55  -2.96   6.32  -2.17 0.28 0.43 0.53 -1.00  -1.0     -1.  3.15 660.4 207226.
20:22:37 0.88 350.27 215.96 -6.49 1638   3.48   671.0 179315.  3.80 -4.30  -2.69   6.50  -2.16 0.38 0.30 0.30  0.07 686.5 647197.  3.01 667.2 179263.
20:23:17 0.88 350.27 215.95 -6.49 1638   3.21   668.0 210708.  3.31 -4.96  -2.81   6.48  -2.21 0.29 0.36 0.51  0.07 683.1 667571.  2.90 666.7 201508.
20:23:58 0.88 350.27 215.95 -6.49 1638   3.56   661.5 208073.  3.94 -3.03  -3.21   6.73  -0.58 0.35 0.35 0.68  0.07 693.1 680253.  2.88 659.6 183691.
20:24:38 0.88 350.27 215.94 -6.49 1638   3.21   662.8 217673.  3.73 -2.56  -3.24   6.81   0.25 0.26 0.27 0.28  0.05 709.0 913934.  2.88 660.3 214320.
20:25:19 0.88 350.27 215.93 -6.49 1638   3.38   662.0 194180.  3.86 -2.94  -3.03   6.99   0.18 0.22 0.22 0.35  0.05 706.9 541167.  2.89 662.2 174377.
20:25:59 0.88 350.27 215.93 -6.49 1638   3.34   663.3 204939.  3.47 -2.94  -3.09   6.86  -0.20 0.22 0.22 0.19  0.06 686.3 687738.  3.03 662.5 202600.
20:26:40 0.88 350.27 215.92 -6.49 1638   3.60   659.7 194469.  3.88 -2.15  -3.12   6.92  -0.11 0.33 0.25 0.27  0.08 679.0 903124.  2.95 657.9 176638.
20:27:20 0.88 350.27 215.92 -6.50 1638   3.07   664.9 191113.  3.94 -3.19  -2.89   7.03  -1.07 0.41 0.32 0.47  0.06 707.81040962.  2.80 664.8 203795.
20:28:01 0.88 350.27 215.91 -6.50 1638   3.48   664.0 205822.  3.61 -3.95  -3.12   6.76  -1.72 0.33 0.48 0.52  0.07 690.7 412060.  2.84 661.9 190853.
20:28:41 0.88 350.27 215.90 -6.50 1638   3.32   664.1 219336.  3.34 -3.21  -3.27   6.57  -1.89 0.31 0.44 0.26  0.09 690.1 838674.  2.88 661.9 210448.
